,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
ENDOTHIAPEPSIN_and_h_256_1,ENDOTHIAPEPSIN,h_256,0.241,2373,0.596,0.943,0.665,95.778,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,41523,1,1
ENDOTHIAPEPSIN_and_h_256_2,ENDOTHIAPEPSIN,h_256,0.206,2354,0.555,0.94,0.632,95.761,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,41523,1,1
ENDOTHIAPEPSIN_and_h_256_3,ENDOTHIAPEPSIN,h_256,0.233,2365,0.564,0.942,0.64,95.782,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,41523,1,1
ENDOTHIAPEPSIN_and_h_256_4,ENDOTHIAPEPSIN,h_256,0.241,2372,0.571,0.943,0.645,95.595,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,41523,1,1
ENDOTHIAPEPSIN_and_h_256_5,ENDOTHIAPEPSIN,h_256,0.194,2333,0.546,0.941,0.625,95.642,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,41523,1,1
ENDOTHIAPEPSIN_and_tynorphin_1,ENDOTHIAPEPSIN,tynorphin,0.274,1714,0.608,0.946,0.676,96.441,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_tynorphin_2,ENDOTHIAPEPSIN,tynorphin,0.299,1733,0.669,0.943,0.724,96.696,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_tynorphin_3,ENDOTHIAPEPSIN,tynorphin,0.292,1700,0.651,0.946,0.71,96.644,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_tynorphin_4,ENDOTHIAPEPSIN,tynorphin,0.291,1708,0.644,0.946,0.704,96.474,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_tynorphin_5,ENDOTHIAPEPSIN,tynorphin,0.355,1787,0.756,0.947,0.794,97.037,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,41523,3,0
BETA_ACROSIN_HEAVY_CHAIN_and_ps1_1,BETA_ACROSIN_HEAVY_CHAIN,ps1,0.28,1622,0.626,0.859,0.672,89.051,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,151387,1,0
BETA_ACROSIN_HEAVY_CHAIN_and_ps1_2,BETA_ACROSIN_HEAVY_CHAIN,ps1,0.337,1662,0.684,0.862,0.719,88.442,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,151387,1,0
BETA_ACROSIN_HEAVY_CHAIN_and_ps1_3,BETA_ACROSIN_HEAVY_CHAIN,ps1,0.285,1592,0.644,0.867,0.689,88.355,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,151387,1,0
BETA_ACROSIN_HEAVY_CHAIN_and_ps1_4,BETA_ACROSIN_HEAVY_CHAIN,ps1,0.321,1613,0.673,0.869,0.713,88.647,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,151387,1,0
BETA_ACROSIN_HEAVY_CHAIN_and_ps1_5,BETA_ACROSIN_HEAVY_CHAIN,ps1,0.283,1576,0.631,0.869,0.679,88.053,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,151387,1,0
ALPHA_THROMBIN_and_tynorphin_1,ALPHA_THROMBIN,tynorphin,0.347,1614,0.748,0.92,0.782,90.795,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,147369,3,0
ALPHA_THROMBIN_and_tynorphin_2,ALPHA_THROMBIN,tynorphin,0.395,1762,0.807,0.919,0.829,90.929,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,147369,3,0
ALPHA_THROMBIN_and_tynorphin_3,ALPHA_THROMBIN,tynorphin,0.285,1394,0.669,0.911,0.718,88.679,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,147369,3,0
ALPHA_THROMBIN_and_tynorphin_4,ALPHA_THROMBIN,tynorphin,0.435,2182,0.868,0.913,0.877,89.743,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,147369,3,0
ALPHA_THROMBIN_and_tynorphin_5,ALPHA_THROMBIN,tynorphin,0.396,1843,0.814,0.914,0.834,89.733,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,147369,3,0
RENIN_and_aspartic_peptidase_inhibitor_3_1,RENIN,aspartic_peptidase_inhibitor_3,0.186,3170,0.535,0.911,0.611,89.131,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51256,13,1
RENIN_and_aspartic_peptidase_inhibitor_3_2,RENIN,aspartic_peptidase_inhibitor_3,0.197,3454,0.57,0.909,0.637,88.954,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51256,13,1
RENIN_and_aspartic_peptidase_inhibitor_3_3,RENIN,aspartic_peptidase_inhibitor_3,0.179,2686,0.493,0.907,0.575,88.816,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51256,13,1
RENIN_and_aspartic_peptidase_inhibitor_3_4,RENIN,aspartic_peptidase_inhibitor_3,0.187,2858,0.512,0.912,0.592,89.216,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51256,13,1
RENIN_and_aspartic_peptidase_inhibitor_3_5,RENIN,aspartic_peptidase_inhibitor_3,0.192,3153,0.539,0.912,0.614,88.969,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51256,13,1
CAAX_PRENYL_PROTEASE_1_HOMOLOG_and_prelamin_a_c_1,CAAX_PRENYL_PROTEASE_1_HOMOLOG,prelamin_a_c,0.197,1694,0.627,0.869,0.676,89.525,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,38519,1,1
CAAX_PRENYL_PROTEASE_1_HOMOLOG_and_prelamin_a_c_2,CAAX_PRENYL_PROTEASE_1_HOMOLOG,prelamin_a_c,0.096,1625,0.575,0.871,0.634,89.826,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,38519,1,1
CAAX_PRENYL_PROTEASE_1_HOMOLOG_and_prelamin_a_c_3,CAAX_PRENYL_PROTEASE_1_HOMOLOG,prelamin_a_c,0.016,282,0.431,0.866,0.518,89.509,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,38519,1,1
CAAX_PRENYL_PROTEASE_1_HOMOLOG_and_prelamin_a_c_4,CAAX_PRENYL_PROTEASE_1_HOMOLOG,prelamin_a_c,0.161,1689,0.602,0.882,0.658,90.213,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,38519,1,1
CAAX_PRENYL_PROTEASE_1_HOMOLOG_and_prelamin_a_c_5,CAAX_PRENYL_PROTEASE_1_HOMOLOG,prelamin_a_c,0.039,1079,0.474,0.872,0.554,89.283,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,38519,1,1
ST14_PROTEIN_and_trypsin_inhibitor_1_1,ST14_PROTEIN,trypsin_inhibitor_1,0.738,6748,0.952,0.962,0.954,98.387,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,154071,67,1
ST14_PROTEIN_and_trypsin_inhibitor_1_2,ST14_PROTEIN,trypsin_inhibitor_1,0.759,6748,0.958,0.961,0.958,98.404,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,154071,67,1
ST14_PROTEIN_and_trypsin_inhibitor_1_3,ST14_PROTEIN,trypsin_inhibitor_1,0.744,6679,0.954,0.962,0.955,98.364,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,154071,67,1
ST14_PROTEIN_and_trypsin_inhibitor_1_4,ST14_PROTEIN,trypsin_inhibitor_1,0.759,6748,0.956,0.962,0.957,98.416,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,154071,67,1
ST14_PROTEIN_and_trypsin_inhibitor_1_5,ST14_PROTEIN,trypsin_inhibitor_1,0.739,6613,0.952,0.962,0.954,98.371,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,154071,67,1
3C_LIKE_PROTEINASE_and_peptide_cglr_1,3C_LIKE_PROTEINASE,peptide_cglr,0.359,1334,0.789,0.908,0.813,95.034,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,2,0
3C_LIKE_PROTEINASE_and_peptide_cglr_2,3C_LIKE_PROTEINASE,peptide_cglr,0.417,1415,0.825,0.923,0.845,96.172,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,2,0
3C_LIKE_PROTEINASE_and_peptide_cglr_3,3C_LIKE_PROTEINASE,peptide_cglr,0.23,1211,0.647,0.899,0.698,94.454,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,2,0
3C_LIKE_PROTEINASE_and_peptide_cglr_4,3C_LIKE_PROTEINASE,peptide_cglr,0.423,1451,0.831,0.921,0.849,95.827,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,2,0
3C_LIKE_PROTEINASE_and_peptide_cglr_5,3C_LIKE_PROTEINASE,peptide_cglr,0.404,1495,0.823,0.906,0.839,95.211,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,2,0
COAGULATION_FACTOR_XI_and_pepstatin_a_1,COAGULATION_FACTOR_XI,pepstatin_a,0.365,1675,0.715,0.932,0.758,94.891,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,158033,1,0
COAGULATION_FACTOR_XI_and_pepstatin_a_2,COAGULATION_FACTOR_XI,pepstatin_a,0.514,2303,0.857,0.934,0.872,95.323,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,158033,1,0
COAGULATION_FACTOR_XI_and_pepstatin_a_3,COAGULATION_FACTOR_XI,pepstatin_a,0.31,1529,0.65,0.93,0.706,94.158,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,158033,1,0
COAGULATION_FACTOR_XI_and_pepstatin_a_4,COAGULATION_FACTOR_XI,pepstatin_a,0.364,1526,0.686,0.933,0.735,94.218,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,158033,1,0
COAGULATION_FACTOR_XI_and_pepstatin_a_5,COAGULATION_FACTOR_XI,pepstatin_a,0.264,1451,0.576,0.93,0.647,93.719,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,158033,1,0
BACE_and_aspartic_peptidase_inhibitor_4_1,BACE,aspartic_peptidase_inhibitor_4,0.22,4104,0.616,0.831,0.659,87.848,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35154,7,1
BACE_and_aspartic_peptidase_inhibitor_4_2,BACE,aspartic_peptidase_inhibitor_4,0.249,4661,0.662,0.832,0.696,88.045,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35154,7,1
BACE_and_aspartic_peptidase_inhibitor_4_3,BACE,aspartic_peptidase_inhibitor_4,0.261,4712,0.683,0.835,0.713,88.197,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35154,7,1
BACE_and_aspartic_peptidase_inhibitor_4_4,BACE,aspartic_peptidase_inhibitor_4,0.234,4175,0.627,0.832,0.668,87.686,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35154,7,1
BACE_and_aspartic_peptidase_inhibitor_4_5,BACE,aspartic_peptidase_inhibitor_4,0.243,4366,0.65,0.833,0.687,86.916,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35154,7,1
TRYPSIN_and_pep4_1,TRYPSIN,pep4,0.328,2627,0.638,0.941,0.698,95.527,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,153562,5,0
TRYPSIN_and_pep4_2,TRYPSIN,pep4,0.299,2387,0.577,0.936,0.648,94.946,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,153562,5,0
TRYPSIN_and_pep4_3,TRYPSIN,pep4,0.357,2853,0.67,0.943,0.725,95.839,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,153562,5,0
TRYPSIN_and_pep4_4,TRYPSIN,pep4,0.292,2495,0.57,0.941,0.644,94.887,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,153562,5,0
TRYPSIN_and_pep4_5,TRYPSIN,pep4,0.366,2942,0.666,0.944,0.722,95.86,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,153562,5,0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_beta_acrosin_light_chain_1,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,beta_acrosin_light_chain,0.447,2778,0.69,0.867,0.725,88.827,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9582,104,0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_beta_acrosin_light_chain_2,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,beta_acrosin_light_chain,0.522,3693,0.778,0.879,0.798,90.803,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9582,104,0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_beta_acrosin_light_chain_3,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,beta_acrosin_light_chain,0.408,2978,0.592,0.862,0.646,88.014,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9582,104,0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_beta_acrosin_light_chain_4,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,beta_acrosin_light_chain,0.362,2493,0.531,0.858,0.596,87.947,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9582,104,0
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_beta_acrosin_light_chain_5,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,beta_acrosin_light_chain,0.321,2408,0.467,0.851,0.544,87.049,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9582,104,0
METALLOPROTEINASE_and_ekw_1,METALLOPROTEINASE,ekw,0.227,618,0.52,0.945,0.605,96.204,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_ekw_2,METALLOPROTEINASE,ekw,0.303,633,0.588,0.947,0.66,96.471,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_ekw_3,METALLOPROTEINASE,ekw,0.277,623,0.591,0.947,0.662,96.217,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_ekw_4,METALLOPROTEINASE,ekw,0.296,630,0.587,0.948,0.659,96.095,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_ekw_5,METALLOPROTEINASE,ekw,0.26,616,0.58,0.947,0.653,96.269,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,27054,1,1
TRYPSIN_and_amyloid_beta_a4_protein_2_1,TRYPSIN,amyloid_beta_a4_protein_2,0.303,1195,0.582,0.945,0.655,96.182,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_amyloid_beta_a4_protein_2_2,TRYPSIN,amyloid_beta_a4_protein_2,0.328,1210,0.619,0.944,0.684,96.135,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_amyloid_beta_a4_protein_2_3,TRYPSIN,amyloid_beta_a4_protein_2,0.318,1192,0.606,0.947,0.675,96.279,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_amyloid_beta_a4_protein_2_4,TRYPSIN,amyloid_beta_a4_protein_2,0.347,1211,0.621,0.949,0.687,96.579,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_amyloid_beta_a4_protein_2_5,TRYPSIN,amyloid_beta_a4_protein_2,0.308,1172,0.591,0.948,0.662,96.285,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,153562,1,0
RENIN_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_1,RENIN,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.148,2191,0.51,0.911,0.59,89.833,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_2,RENIN,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.154,2277,0.516,0.91,0.595,89.77,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_3,RENIN,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.206,2493,0.566,0.913,0.636,89.973,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_4,RENIN,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.198,2503,0.558,0.913,0.629,89.878,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_5,RENIN,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.189,2207,0.527,0.915,0.605,89.858,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51256,2,0
ANGIOTENSIN_CONVERTING_ENZYME_and_aspartic_peptidase_inhibitor_6_1,ANGIOTENSIN_CONVERTING_ENZYME,aspartic_peptidase_inhibitor_6,0.219,4627,0.668,0.959,0.726,96.031,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,23441,2,0
ANGIOTENSIN_CONVERTING_ENZYME_and_aspartic_peptidase_inhibitor_6_2,ANGIOTENSIN_CONVERTING_ENZYME,aspartic_peptidase_inhibitor_6,0.254,4686,0.705,0.955,0.755,96.176,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,23441,2,0
ANGIOTENSIN_CONVERTING_ENZYME_and_aspartic_peptidase_inhibitor_6_3,ANGIOTENSIN_CONVERTING_ENZYME,aspartic_peptidase_inhibitor_6,0.236,4692,0.688,0.962,0.743,96.54,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,23441,2,0
ANGIOTENSIN_CONVERTING_ENZYME_and_aspartic_peptidase_inhibitor_6_4,ANGIOTENSIN_CONVERTING_ENZYME,aspartic_peptidase_inhibitor_6,0.236,4656,0.677,0.962,0.734,96.258,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,23441,2,0
ANGIOTENSIN_CONVERTING_ENZYME_and_aspartic_peptidase_inhibitor_6_5,ANGIOTENSIN_CONVERTING_ENZYME,aspartic_peptidase_inhibitor_6,0.212,4621,0.665,0.962,0.725,96.11,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,23441,2,0
RHOMBOID_PROTEASE_GIPG_and_eqw_1,RHOMBOID_PROTEASE_GIPG,eqw,0.327,655,0.702,0.833,0.728,87.51,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,21885,1,0
RHOMBOID_PROTEASE_GIPG_and_eqw_2,RHOMBOID_PROTEASE_GIPG,eqw,0.386,715,0.789,0.842,0.799,88.929,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,21885,1,0
RHOMBOID_PROTEASE_GIPG_and_eqw_3,RHOMBOID_PROTEASE_GIPG,eqw,0.388,695,0.773,0.838,0.786,88.015,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,21885,1,0
RHOMBOID_PROTEASE_GIPG_and_eqw_4,RHOMBOID_PROTEASE_GIPG,eqw,0.423,800,0.811,0.839,0.816,88.254,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,21885,1,0
RHOMBOID_PROTEASE_GIPG_and_eqw_5,RHOMBOID_PROTEASE_GIPG,eqw,0.533,1052,0.914,0.838,0.899,87.811,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,21885,1,0
TRYPSIN_and_cp_113972_1,TRYPSIN,cp_113972,0.299,1183,0.57,0.945,0.645,96.361,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_cp_113972_2,TRYPSIN,cp_113972,0.354,1206,0.654,0.946,0.712,96.656,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_cp_113972_3,TRYPSIN,cp_113972,0.358,1218,0.664,0.949,0.721,96.939,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_cp_113972_4,TRYPSIN,cp_113972,0.411,1452,0.762,0.952,0.8,97.598,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_cp_113972_5,TRYPSIN,cp_113972,0.365,1206,0.661,0.95,0.719,97.058,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,153562,1,0
TRYPSIN_and_trypsin_inhibitor_2_1,TRYPSIN,trypsin_inhibitor_2,0.592,1614,0.913,0.954,0.922,98.236,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,153562,1,1
TRYPSIN_and_trypsin_inhibitor_2_2,TRYPSIN,trypsin_inhibitor_2,0.51,1581,0.863,0.952,0.88,97.944,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,153562,1,1
TRYPSIN_and_trypsin_inhibitor_2_3,TRYPSIN,trypsin_inhibitor_2,0.575,1611,0.905,0.955,0.915,98.204,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,153562,1,1
TRYPSIN_and_trypsin_inhibitor_2_4,TRYPSIN,trypsin_inhibitor_2,0.586,1610,0.909,0.956,0.918,98.336,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,153562,1,1
TRYPSIN_and_trypsin_inhibitor_2_5,TRYPSIN,trypsin_inhibitor_2,0.603,1622,0.921,0.957,0.929,98.327,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,153562,1,1
SUBTILISIN_BPN_and_subtilisin_bpn_tetrapeptide_inhibitor_1,SUBTILISIN_BPN,subtilisin_bpn_tetrapeptide_inhibitor,0.553,1887,0.907,0.962,0.918,98.116,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,140217,1,1
SUBTILISIN_BPN_and_subtilisin_bpn_tetrapeptide_inhibitor_2,SUBTILISIN_BPN,subtilisin_bpn_tetrapeptide_inhibitor,0.358,1121,0.686,0.958,0.741,97.2,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,140217,1,1
SUBTILISIN_BPN_and_subtilisin_bpn_tetrapeptide_inhibitor_3,SUBTILISIN_BPN,subtilisin_bpn_tetrapeptide_inhibitor,0.377,1177,0.722,0.958,0.769,97.411,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,140217,1,1
SUBTILISIN_BPN_and_subtilisin_bpn_tetrapeptide_inhibitor_4,SUBTILISIN_BPN,subtilisin_bpn_tetrapeptide_inhibitor,0.624,2082,0.932,0.963,0.938,98.189,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,140217,1,1
SUBTILISIN_BPN_and_subtilisin_bpn_tetrapeptide_inhibitor_5,SUBTILISIN_BPN,subtilisin_bpn_tetrapeptide_inhibitor,0.379,1169,0.737,0.958,0.781,97.266,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,140217,1,1
SHEWANELLA_ONEIDENSIS_PEPTIDASE_and_pep2_1,SHEWANELLA_ONEIDENSIS_PEPTIDASE,pep2,0.239,833,0.359,0.806,0.448,85.232,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,615,1,0
SHEWANELLA_ONEIDENSIS_PEPTIDASE_and_pep2_2,SHEWANELLA_ONEIDENSIS_PEPTIDASE,pep2,0.396,1253,0.562,0.824,0.615,87.572,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,615,1,0
SHEWANELLA_ONEIDENSIS_PEPTIDASE_and_pep2_3,SHEWANELLA_ONEIDENSIS_PEPTIDASE,pep2,0.24,840,0.388,0.807,0.472,84.804,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,615,1,0
